18,0,1,0.355
18,0,2,0.325
18,0,3,0.32
18,0,4,0.325
18,0,5,0.335
18,0,6,0.32
18,0,7,0.38
18,0,8,0.325
18,0,9,0.295
18,0,10,0.335
18,0,11,0.325
18,0,12,0.31
18,0,13,0.31
18,0,14,0.325
18,0,15,0.305
18,0,16,0.365
18,0,17,0.3
18,0,18,0.335
18,0,19,0.44
18,0,20,0.36
18,0,21,0.33
18,0,22,0.345
18,0,23,0.325
18,0,24,0.265
18,0,25,0.3
18,0,26,0.27
18,0,27,0.355
18,0,28,0.375
18,0,29,0.325
18,0,30,0.285
18,0,31,0.295
18,0,32,0.345
18,0,33,0.31
18,0,34,0.33
18,0,35,0.345
18,1,1,0.53
18,1,2,0.345
18,1,3,0.375
18,1,4,0.36
18,1,5,0.46
18,1,6,0.46
18,1,7,0.4
18,1,8,0.37
18,1,9,0.405
18,1,10,0.43
18,1,11,0.405
18,1,12,0.46
18,1,13,0.465
18,1,14,0.39
18,1,15,0.405
18,1,16,0.43
18,1,17,0.835
18,1,18,0.92
18,1,19,0.785
18,1,20,0.94
18,1,21,0.855
18,1,22,0.855
18,1,23,0.43
18,1,24,0.905
18,2,1,0.625
18,2,2,0.295
18,2,3,0.28
18,2,4,0.285
18,2,5,0.265
18,2,6,0.26
18,2,7,0.225
18,2,8,0.26
18,2,9,0.59
18,2,10,0.285
18,2,11,0.25
18,2,12,0.275
18,2,13,0.305
18,2,14,0.3
18,2,15,0.315
18,2,16,0.27
18,2,17,0.24
18,2,18,0.245
18,2,19,0.275
18,2,20,0.205
18,2,21,0.215
18,2,22,0.215
18,2,23,0.215
18,2,24,0.215
18,2,25,0.23
18,2,26,0.245
18,2,27,0.32
18,2,28,0.28
18,2,29,0.43
18,2,30,0.565
18,2,31,0.31
18,2,32,0.325
18,2,33,0.265
18,2,34,0.26
18,2,35,0.27
18,2,36,0.28
18,2,37,0.26
18,2,38,0.35
18,2,39,0.305
18,2,40,0.275
18,2,41,0.41
18,2,42,0.38
18,2,43,1.075
18,2,44,0.445
18,3,1,0.405
18,3,2,0.3
18,3,3,0.27
18,3,4,0.36
18,3,5,0.53
18,3,6,0.45
18,3,7,0.57
18,3,8,0.525
18,3,9,0.4
18,3,10,0.57
18,3,11,0.5
18,3,12,0.385
18,3,13,0.58
18,3,14,1.05
18,3,15,0.43
18,3,16,0.46
18,3,17,0.58
18,3,18,0.55
18,3,19,0.435
18,3,20,0.27
18,3,21,0.58
18,3,22,0.595
18,3,23,0.455
18,3,24,0.47
18,3,25,0.5
18,3,26,0.57
18,3,27,0.415
18,3,28,0.49
18,3,29,0.575
18,4,1,0.66
18,4,2,0.295
18,4,3,0.355
18,4,4,0.36
18,4,5,0.335
18,4,6,0.23
18,4,7,0.3
18,4,8,1.05
18,4,9,0.28
18,4,10,0.32
18,4,11,0.3
18,4,12,0.31
18,4,13,0.39
18,4,14,0.32
18,4,15,0.365
18,4,16,0.295
18,4,17,0.285
18,4,18,0.315
18,4,19,0.325
18,4,20,0.325
18,4,21,0.32
18,4,22,0.355
18,4,23,0.305
18,4,24,0.325
18,4,25,0.345
18,4,26,0.345
18,4,27,0.355
18,4,28,0.295
18,4,29,0.35
18,4,30,0.305
18,4,31,0.625
18,4,32,0.385
18,4,33,0.35
18,4,34,0.32
18,4,35,0.3
18,4,36,0.4
18,4,37,0.295
18,4,38,0.34
18,4,39,0.31
18,5,1,1.22
18,5,2,0.29
18,5,3,0.315
18,5,4,0.33
18,5,5,0.285
18,5,6,0.38
18,5,7,0.345
18,5,8,0.565
18,5,9,0.63
18,5,10,0.475
18,5,11,0.98
18,5,12,0.45
18,5,13,0.605
18,5,14,0.455
18,5,15,0.5
18,5,16,0.495
18,5,17,0.47
18,5,18,0.5
18,5,19,0.47
18,5,20,0.49
18,5,21,0.51
18,5,22,0.445
18,5,23,0.535
18,5,24,0.53
18,5,25,0.505
18,5,26,0.43
18,5,27,0.515
18,5,28,0.54
18,6,1,0.415
18,6,2,0.45
18,6,3,0.585
18,6,4,0.455
18,6,5,0.615
18,6,6,0.53
18,6,7,0.5
18,6,8,0.635
18,6,9,0.64
18,6,10,0.435
18,6,11,0.43
18,6,12,0.515
18,6,13,0.6
18,6,14,0.235
18,6,15,0.43
18,6,16,0.415
18,6,17,0.425
18,6,18,0.22
18,6,19,0.375
18,6,20,0.235
18,6,21,0.215
18,6,22,0.21
18,6,23,0.475
18,6,24,0.48
18,6,25,0.525
18,6,26,0.37
18,6,27,0.21
18,6,28,0.59
18,6,29,0.27
18,6,30,0.39
18,6,31,0.44
18,6,32,1.04
18,7,1,0.47
18,7,2,0.425
18,7,3,0.295
18,7,4,0.405
18,7,5,0.395
18,7,6,0.43
18,7,7,0.89
18,7,8,0.455
18,7,9,0.46
18,7,10,0.35
18,7,11,0.475
18,7,12,0.395
18,7,13,0.85
18,7,14,0.805
18,7,15,0.405
18,7,16,0.475
18,7,17,0.66
18,7,18,0.51
18,7,19,0.69
18,7,20,0.395
18,7,21,0.37
18,7,22,0.4
18,7,23,0.425
18,7,24,0.43
18,7,25,0.44
18,7,26,0.545
18,7,27,0.345
18,7,28,0.43
18,7,29,0.49
18,8,1,0.45
18,8,2,0.34
18,8,3,0.355
18,8,4,1.64
18,8,5,0.28
18,8,6,0.335
18,8,7,0.535
18,8,8,0.26
18,8,9,0.35
18,8,10,0.56
18,8,11,0.57
18,8,12,0.29
18,8,13,0.375
18,8,14,0.27
18,8,15,0.29
18,8,16,0.61
18,8,17,0.62
18,8,18,0.59
18,8,19,0.265
18,8,20,0.235
18,8,21,0.345
18,8,22,0.365
18,8,23,0.5
18,8,24,0.225
18,8,25,0.39
18,8,26,0.215
18,8,27,0.525
18,8,28,0.555
18,8,29,0.305
18,8,30,0.295
18,8,31,0.63
18,9,1,0.52
18,9,2,0.5
18,9,3,0.32
18,9,4,0.27
18,9,5,0.815
18,9,6,0.36
18,9,7,1.225
18,9,8,5.555
18,10,1,0.325
18,10,2,0.295
18,10,3,0.27
18,10,4,0.26
18,10,5,0.255
18,10,6,0.23
18,10,7,0.405
18,10,8,0.23
18,10,9,0.23
18,10,10,0.215
18,10,11,0.28
18,10,12,0.56
18,10,13,0.235
18,10,14,0.29
18,10,15,0.32
18,10,16,0.535
18,10,17,0.315
18,10,18,0.415
18,10,19,0.265
18,10,20,0.255
18,10,21,0.245
18,10,22,0.295
18,10,23,0.27
18,10,24,0.255
18,10,25,0.205
18,10,26,0.4
18,10,27,0.23
18,10,28,0.255
18,10,29,0.205
18,10,30,0.375
18,10,31,0.245
18,10,32,0.245
18,10,33,0.54
18,10,34,0.26
18,10,35,0.465
18,10,36,0.435
18,10,37,0.21
18,10,38,0.295
18,10,39,0.485
18,10,40,0.215
18,10,41,0.215
18,10,42,0.26
18,10,43,0.465
18,10,44,0.245
18,10,45,0.31
18,10,46,0.495
18,11,1,0.25
18,11,2,0.97
18,11,3,0.265
18,11,4,0.47
18,11,5,0.235
18,11,6,0.24
18,11,7,0.23
18,11,8,0.435
18,11,9,0.24
18,11,10,0.3
18,11,11,0.545
18,11,12,0.73
18,11,13,0.36
18,11,14,0.23
18,11,15,0.515
18,11,16,0.305
18,11,17,0.285
18,11,18,0.245
18,11,19,0.495
18,11,20,0.245
