3,0,1,1,0.695
3,0,2,1,0.705
3,0,3,1,0.755
3,0,4,1,0.72
3,0,5,1,0.675
3,0,6,1,0.725
3,0,7,1,0.755
3,0,8,1,0.73
3,0,9,1,0.77
3,0,10,1,0.7
3,0,11,1,0.79
3,0,12,1,0.705
3,0,13,1,0.7
3,0,14,1,0.78
3,0,15,1,0.8
3,0,16,1,0.7
3,0,17,1,0.705
3,0,18,1,0.83
3,0,19,1,0.715
3,0,1,2,0.775
3,0,2,2,0.705
3,0,3,2,0.725
3,0,4,2,0.675
3,0,5,2,0.755
3,0,6,2,0.76
3,0,7,2,0.82
3,0,8,2,0.715
3,0,9,2,0.685
3,0,10,2,0.8
3,0,11,2,0.74
3,0,12,2,0.72
3,0,13,2,0.725
3,0,14,2,0.78
3,0,15,2,0.745
3,0,16,2,0.66
3,0,17,2,0.715
3,0,18,2,0.765
3,0,19,2,0.745
3,0,20,2,0.665
3,1,1,1,0.82
3,1,2,1,0.73
3,1,3,1,0.835
3,1,4,1,0.735
3,1,5,1,0.78
3,1,6,1,0.825
3,1,7,1,0.815
3,1,8,1,0.73
3,1,9,1,0.795
3,1,10,1,0.78
3,1,11,1,0.795
3,1,12,1,0.82
3,1,13,1,0.8
3,1,14,1,0.76
3,1,15,1,0.715
3,1,16,1,0.8
3,1,17,1,0.81
3,1,18,1,0.75
3,1,1,2,0.765
3,1,2,2,0.785
3,1,3,2,0.74
3,1,4,2,0.795
3,1,5,2,0.76
3,1,6,2,0.705
3,1,7,2,0.76
3,1,8,2,0.825
3,1,9,2,0.835
3,1,10,2,0.765
3,1,11,2,0.845
3,1,12,2,0.79
3,1,13,2,0.84
3,1,14,2,0.765
3,1,15,2,0.82
3,1,16,2,0.805
3,1,17,2,0.805
3,1,18,2,0.715
3,1,19,2,0.805
3,2,1,1,0.695
3,2,2,1,0.77
3,2,3,1,0.685
3,2,4,1,0.725
3,2,5,1,0.685
3,2,6,1,0.755
3,2,7,1,0.69
3,2,8,1,0.72
3,2,9,1,0.7
3,2,10,1,0.765
3,2,11,1,0.705
3,2,12,1,0.71
3,2,13,1,0.685
3,2,14,1,0.805
3,2,15,1,0.665
3,2,16,1,0.72
3,2,17,1,0.69
3,2,18,1,0.725
3,2,19,1,0.74
3,2,20,1,0.59
3,2,1,2,0.68
3,2,2,2,0.7
3,2,3,2,0.825
3,2,4,2,0.765
3,2,5,2,0.705
3,2,6,2,0.645
3,2,7,2,0.66
3,2,8,2,0.695
3,2,9,2,0.73
3,2,10,2,0.685
3,2,11,2,0.695
3,2,12,2,0.7
3,2,13,2,0.685
3,2,14,2,0.715
3,2,15,2,0.715
3,2,16,2,0.74
3,2,17,2,0.74
3,2,18,2,0.76
3,2,19,2,0.635
3,2,20,2,0.675
3,3,1,1,0.7
3,3,2,1,0.67
3,3,3,1,0.7
3,3,4,1,0.69
3,3,5,1,0.705
3,3,6,1,0.69
3,3,7,1,0.675
3,3,8,1,0.72
3,3,9,1,0.7
3,3,10,1,0.7
3,3,11,1,0.635
3,3,12,1,0.735
3,3,13,1,0.635
3,3,14,1,0.715
3,3,15,1,0.68
3,3,16,1,0.705
3,3,17,1,0.7
3,3,18,1,0.71
3,3,19,1,0.685
3,3,20,1,0.755
3,3,1,2,0.715
3,3,2,2,0.665
3,3,3,2,0.66
3,3,4,2,0.65
3,3,5,2,0.675
3,3,6,2,0.685
3,3,7,2,0.7
3,3,8,2,0.69
3,3,9,2,0.735
3,3,10,2,0.635
3,3,11,2,0.66
3,3,12,2,0.66
3,3,13,2,0.66
3,3,14,2,0.64
3,3,15,2,0.645
3,3,16,2,0.65
3,3,17,2,0.685
3,3,18,2,0.71
3,3,19,2,0.69
3,3,20,2,0.7
3,3,21,2,0.69
3,3,22,2,0.67
3,4,1,1,0.415
3,4,2,1,0.445
3,4,3,1,0.43
3,4,4,1,0.39
3,4,5,1,0.4
3,4,6,1,0.455
3,4,7,1,0.445
3,4,8,1,0.46
3,4,9,1,0.43
3,4,10,1,0.44
3,4,11,1,0.445
3,4,12,1,0.42
3,4,13,1,0.455
3,4,14,1,0.445
3,4,15,1,0.455
