8,0,1,0.34
8,0,2,0.32
8,0,3,0.335
8,0,4,0.335
8,0,5,0.31
8,0,6,0.33
8,0,7,0.205
8,0,8,0.28
8,0,9,0.315
8,0,10,0.35
8,0,11,0.5
8,0,12,0.34
8,0,13,0.35
8,0,14,0.33
8,0,15,0.32
8,0,16,0.335
8,0,17,0.35
8,0,18,0.325
8,0,19,0.35
8,0,20,0.34
8,0,21,0.65
8,0,22,0.635
8,0,23,0.695
8,0,24,0.67
8,0,25,0.61
8,0,26,0.695
8,0,27,0.645
8,0,28,0.66
8,1,1,0.565
8,1,2,0.285
8,1,3,0.38
8,1,4,0.205
8,1,5,0.47
8,1,6,0.425
8,1,7,0.41
8,1,8,0.305
8,1,9,0.605
8,1,10,0.205
8,1,11,0.51
8,1,12,0.575
8,1,13,0.31
8,1,14,0.35
8,1,15,0.35
8,1,16,0.37
8,1,17,0.385
8,1,18,0.33
8,1,19,0.345
8,1,20,0.355
8,1,21,0.455
8,1,22,0.345
8,1,23,0.39
8,1,24,0.37
8,1,25,0.35
8,1,26,0.365
8,1,27,0.32
8,1,28,0.205
8,1,29,0.49
8,1,30,0.41
8,1,31,0.215
8,1,32,0.205
8,1,33,0.28
8,1,34,0.375
8,1,35,0.31
8,1,36,0.325
8,1,37,0.8
8,2,1,0.325
8,2,2,0.565
8,2,3,0.205
8,2,4,0.305
8,2,5,0.205
8,2,6,0.29
8,2,7,0.31
8,2,8,0.26
8,2,9,0.55
8,2,10,0.285
8,2,11,0.305
8,2,12,0.26
8,2,13,0.27
8,2,14,0.205
8,2,15,0.37
8,2,16,0.51
8,2,17,0.255
8,2,18,0.205
8,2,19,0.43
8,2,20,0.205
8,2,21,0.27
8,2,22,0.205
8,2,23,0.57
8,2,24,0.205
8,2,25,0.27
8,2,26,0.6
8,2,27,0.205
8,2,28,0.28
8,2,29,0.59
8,2,30,0.33
8,2,31,0.205
8,2,32,0.545
8,2,33,0.255
8,2,34,0.27
8,2,35,0.56
8,2,36,0.565
8,2,37,0.39
8,2,38,0.205
8,3,1,0.7
8,3,2,0.25
8,3,3,0.33
8,3,4,0.595
8,3,5,0.295
8,3,6,0.27
8,3,7,0.64
8,3,8,0.285
8,3,9,0.28
8,3,10,0.565
8,3,11,0.46
8,3,12,0.205
8,3,13,0.305
8,3,14,0.29
8,3,15,0.255
8,3,16,0.285
8,3,17,0.595
8,3,18,0.6
8,3,19,0.54
8,3,20,0.36
8,3,21,0.86
