10,0,1,1,0.65
10,0,2,1,0.725
10,0,3,1,0.75
10,0,4,1,0.715
10,0,5,1,0.68
10,0,6,1,0.72
10,0,7,1,0.755
10,0,8,1,0.74
10,0,9,1,0.775
10,0,10,1,0.715
10,0,11,1,0.78
10,0,12,1,0.715
10,0,13,1,0.74
10,0,14,1,0.745
10,0,15,1,0.7
10,0,16,1,0.815
10,0,17,1,0.715
10,0,18,1,0.725
10,0,19,1,0.745
10,0,1,2,0.795
10,0,2,2,0.715
10,0,3,2,0.785
10,0,4,2,0.72
10,0,5,2,0.745
10,0,6,2,0.715
10,0,7,2,0.745
10,0,8,2,0.775
10,0,9,2,0.745
10,0,10,2,0.79
10,0,11,2,0.81
10,0,12,2,0.79
10,0,13,2,0.79
10,0,14,2,0.805
10,0,15,2,0.795
10,0,16,2,0.795
10,0,17,2,0.825
10,0,18,2,0.765
10,0,19,2,0.775
10,1,1,1,0.575
10,1,2,1,0.555
10,1,3,1,0.565
10,1,4,1,0.525
10,1,5,1,0.59
10,1,6,1,0.56
10,1,7,1,0.545
10,1,8,1,0.545
10,1,9,1,0.63
10,1,10,1,0.51
10,1,11,1,0.57
10,1,12,1,0.55
10,1,13,1,0.53
10,1,14,1,0.575
10,1,15,1,0.595
10,1,16,1,0.575
10,1,17,1,0.58
10,1,18,1,0.58
10,1,19,1,0.58
10,1,20,1,0.575
10,1,21,1,0.54
10,1,22,1,0.565
10,1,23,1,0.59
10,1,24,1,0.55
10,1,25,1,0.55
10,1,1,2,0.615
10,1,2,2,0.54
10,1,3,2,0.51
10,1,4,2,0.635
10,1,5,2,0.56
10,1,6,2,0.565
10,1,7,2,0.555
10,1,8,2,0.6
10,1,9,2,0.575
10,1,10,2,0.565
10,1,11,2,0.55
10,1,12,2,0.595
10,1,13,2,0.545
10,1,14,2,0.585
10,1,15,2,0.585
10,1,16,2,0.535
10,1,17,2,0.54
10,1,18,2,0.565
10,1,19,2,0.485
10,1,20,2,0.59
10,1,21,2,0.54
10,1,22,2,0.59
10,1,23,2,0.515
10,1,24,2,0.585
10,1,25,2,0.585
10,1,26,2,0.525
10,2,1,1,0.485
10,2,2,1,0.5
10,2,3,1,0.51
10,2,4,1,0.51
10,2,5,1,0.485
10,2,6,1,0.495
10,2,7,1,0.495
10,2,8,1,0.51
10,2,9,1,0.535
10,2,10,1,0.525
10,2,11,1,0.51
10,2,12,1,0.525
10,2,13,1,0.55
10,2,14,1,0.53
10,2,15,1,0.52
10,2,16,1,0.5
10,2,17,1,0.52
10,2,18,1,0.51
