1,1,1,0.725
1,1,2,0.7
1,1,3,0.695
1,1,4,0.705
1,1,5,0.715
1,1,6,0.685
1,1,7,0.715
1,1,8,0.415
1,1,9,0.355
1,1,10,0.405
1,1,11,0.37
1,1,12,0.35
1,1,13,0.395
1,1,14,0.33
1,1,15,0.355
1,1,16,0.365
1,1,17,0.345
1,1,18,0.365
1,1,19,0.36
1,1,20,0.43
1,1,21,0.325
1,1,22,0.31
1,1,23,0.415
1,1,24,0.31
1,1,25,0.365
1,1,26,0.36
1,1,27,0.38
1,1,28,0.36
1,1,29,0.35
1,1,30,0.36
1,1,31,0.35
1,1,32,0.38
1,1,33,0.39
1,2,1,0.75
1,2,2,0.495
1,2,3,0.405
1,2,4,0.205
1,2,5,0.72
1,2,6,0.41
1,2,7,0.41
1,2,8,0.42
1,2,9,0.46
1,2,10,0.455
1,2,11,0.43
1,2,12,0.835
1,2,13,0.39
1,2,14,0.47
1,2,15,0.415
1,2,16,0.435
1,2,17,0.425
1,2,18,0.415
1,2,19,0.395
1,2,20,0.485
1,2,21,0.465
1,2,22,0.42
1,2,23,0.42
1,2,24,0.44
1,2,25,0.415
1,2,26,0.485
1,2,27,0.38
1,2,28,0.445
1,2,29,0.45
1,2,30,0.45
1,2,31,0.4
1,2,32,0.42
1,3,1,0.875
1,3,2,0.47
1,3,3,0.51
1,3,4,0.5
1,3,5,0.51
1,3,6,0.445
1,3,7,0.485
1,3,8,0.48
1,3,9,0.49
1,3,10,0.55
1,3,11,0.47
1,3,12,0.535
1,3,13,0.475
1,3,14,0.5
1,3,15,0.465
1,3,16,0.515
1,3,17,0.47
1,3,18,0.51
1,3,19,0.485
1,3,20,0.51
1,3,21,0.515
1,3,22,0.44
1,3,23,0.47
1,3,24,0.51
1,3,25,0.47
1,3,26,0.53
1,3,27,0.51
1,3,28,0.515
1,3,29,0.48
1,4,1,1.515
1,4,2,0.635
1,4,3,0.635
1,4,4,0.34
1,4,5,0.32
1,4,6,0.325
1,4,7,0.335
1,4,8,0.35
1,4,9,0.33
1,4,10,0.33
1,4,11,0.295
