13,1,1,1,0.535
13,1,2,1,0.555
13,1,3,1,0.595
13,1,4,1,0.615
13,1,5,1,0.61
13,1,6,1,0.585
13,1,7,1,0.55
13,1,8,1,0.565
13,1,9,1,0.53
13,1,10,1,0.565
13,1,11,1,0.56
13,1,12,1,0.565
13,1,13,1,0.565
13,1,14,1,0.575
13,1,15,1,0.61
13,1,16,1,0.56
13,1,17,1,0.555
13,1,18,1,0.575
13,1,19,1,0.55
13,1,20,1,0.565
13,1,21,1,0.555
13,1,22,1,0.595
13,1,23,1,0.545
13,1,24,1,0.55
13,1,25,1,0.61
13,1,1,2,0.59
13,1,2,2,0.585
13,1,3,2,0.6
13,1,4,2,0.615
13,1,5,2,0.595
13,1,6,2,0.57
13,1,7,2,0.56
13,1,8,2,0.56
13,1,9,2,0.565
13,1,10,2,0.585
13,1,11,2,0.54
13,1,12,2,0.55
13,1,13,2,0.525
13,1,14,2,0.555
13,1,15,2,0.575
13,1,16,2,0.63
13,1,17,2,0.64
13,1,18,2,0.605
13,1,19,2,0.58
13,1,20,2,0.58
13,1,21,2,0.575
13,1,22,2,0.515
13,1,23,2,0.54
13,1,24,2,0.54
13,1,25,2,0.68
13,2,1,1,0.425
13,2,2,1,0.515
13,2,3,1,0.55
13,2,4,1,0.55
13,2,5,1,0.57
13,2,6,1,0.52
13,2,7,1,0.54
13,2,8,1,0.57
13,2,9,1,0.585
13,2,10,1,0.54
13,2,11,1,0.495
13,2,12,1,0.58
13,2,13,1,0.56
13,2,14,1,0.51
13,2,15,1,0.565
13,2,16,1,0.565
13,2,17,1,0.5
13,2,18,1,0.555
13,2,19,1,0.47
13,2,20,1,0.555
13,2,21,1,0.57
13,2,22,1,0.54
13,2,23,1,0.5
13,2,24,1,0.53
13,2,25,1,0.475
13,2,26,1,0.565
13,2,27,1,0.525
13,2,1,2,0.505
13,2,2,2,0.55
13,2,3,2,0.57
13,2,4,2,0.59
13,2,5,2,0.565
13,2,6,2,0.59
13,2,7,2,0.57
13,2,8,2,0.525
13,2,9,2,0.535
13,2,10,2,0.53
13,2,11,2,0.55
13,2,12,2,0.57
13,2,13,2,0.57
13,2,14,2,0.53
13,2,15,2,0.52
13,2,16,2,0.53
13,2,17,2,0.575
13,2,18,2,0.545
13,2,19,2,0.5
13,2,20,2,0.56
13,2,21,2,0.61
13,2,22,2,0.565
13,2,23,2,0.585
13,2,24,2,0.59
13,2,25,2,0.55
13,2,26,2,0.505
13,2,27,2,0.565
13,3,1,1,0.715
13,3,2,1,0.9
13,3,3,1,0.815
13,3,4,1,0.74
13,3,5,1,0.795
13,3,6,1,0.735
13,3,7,1,0.72
13,3,8,1,0.82
13,3,9,1,0.79
13,3,10,1,0.73
13,3,11,1,0.695
13,3,12,1,0.795
13,3,13,1,0.805
13,3,14,1,0.825
13,3,15,1,0.745
13,3,16,1,0.805
13,3,17,1,0.82
13,3,18,1,0.8
13,3,1,2,0.705
13,3,2,2,0.795
13,3,3,2,0.73
13,3,4,2,0.715
