11,1,1,1.94
11,1,2,1.13
11,1,3,1.38
11,1,4,1.145
11,1,5,1.365
11,1,6,1.24
11,1,7,1.45
11,1,8,1.275
11,1,9,0.205
11,1,10,1.305
11,1,11,1.38
11,1,12,0.205
11,1,13,1.215
11,1,14,0.205
11,1,15,1.045
11,1,16,1.31
11,1,17,1.28
11,1,18,1.26
11,1,19,1.29
11,1,20,1.27
11,1,21,1.34
11,1,22,1.41
11,1,23,1.37
11,1,24,1.35
11,2,1,0.645
11,2,2,0.645
11,2,3,0.665
11,2,4,0.615
11,2,5,0.675
11,2,6,0.62
11,2,7,0.67
11,2,8,0.65
11,2,9,0.685
11,2,10,0.67
11,2,11,0.62
11,2,12,0.625
11,2,13,0.735
11,2,14,0.655
11,2,15,0.66
11,2,16,0.595
11,2,17,0.7
11,2,18,0.645
11,2,19,0.67
11,2,20,0.675
11,2,21,0.695
11,3,1,0.705
11,3,2,0.685
11,3,3,0.73
11,3,4,0.695
11,3,5,0.72
11,3,6,0.67
11,3,7,0.77
11,3,8,0.725
11,3,9,0.725
11,3,10,0.71
11,3,11,0.75
11,3,12,0.755
11,3,13,0.72
11,3,14,0.68
11,3,15,0.765
11,3,16,0.69
11,3,17,0.73
11,3,18,0.71
11,3,19,0.725
11,4,1,0.475
11,4,2,0.59
11,4,3,0.67
11,4,4,0.56
11,4,5,0.655
11,4,6,0.535
11,4,7,0.635
11,4,8,0.565
11,4,9,0.62
11,4,10,0.55
11,4,11,0.55
11,4,12,0.625
11,4,13,0.58
11,4,14,0.205
11,4,15,0.35
11,4,16,0.205
11,4,17,0.46
11,4,18,0.605
11,4,19,0.515
11,4,20,0.61
11,4,21,0.65
11,4,22,0.58
11,4,23,0.6
11,4,24,0.57
11,4,25,0.61
11,5,1,0.34
11,5,2,0.455
11,5,3,0.435
11,5,4,0.56
11,5,5,0.285
11,5,6,0.335
11,5,7,0.525
11,5,8,0.545
11,5,9,0.55
11,5,10,0.515
11,5,11,0.52
11,5,12,0.515
11,5,13,0.565
11,5,14,0.305
11,5,15,0.285
11,5,16,0.51
11,5,17,0.295
11,5,18,0.23
11,5,19,0.515
11,5,20,0.265
11,5,21,0.315
11,5,22,0.55
11,5,23,0.5
11,5,24,0.55
11,5,25,0.215
11,5,26,0.325
11,5,27,0.51
11,5,28,0.55
11,5,29,0.66
11,5,30,0.515
11,5,31,0.53
11,6,1,0.44
11,6,2,0.545
11,6,3,0.545
11,6,4,0.65
11,6,5,0.555
11,6,6,0.6
11,6,7,0.625
11,6,8,0.605
11,6,9,0.595
11,6,10,0.565
11,6,11,0.615
11,6,12,0.595
11,6,13,0.605
11,6,14,0.565
11,6,15,0.365
11,6,16,0.52
11,6,17,0.435
11,6,18,0.495
11,6,19,0.455
11,6,20,0.29
11,6,21,0.215
11,6,22,0.3
11,6,23,0.51
11,6,24,0.285
11,6,25,0.305
11,6,26,0.57
11,6,27,0.375
11,6,28,0.29
11,6,29,0.585
11,7,1,0.45
11,7,2,0.46
11,7,3,0.53
11,7,4,0.51
11,7,5,0.46
11,7,6,0.49
11,7,7,0.485
11,7,8,0.53
11,7,9,0.485
11,7,10,0.455
11,7,11,0.525
11,7,12,0.5
11,7,13,0.455
11,7,14,0.485
11,7,15,0.445
11,7,16,0.54
11,7,17,0.485
11,7,18,0.485
11,7,19,0.495
11,7,20,0.465
11,7,21,0.51
11,7,22,0.46
11,7,23,0.575
11,7,24,0.565
11,7,25,0.48
11,7,26,0.5
11,7,27,0.595
11,8,1,0.35
11,8,2,0.45
11,8,3,0.475
11,8,4,0.51
11,8,5,0.485
11,8,6,0.475
11,8,7,0.465
11,8,8,0.445
11,8,9,0.535
11,8,10,0.49
11,8,11,0.51
11,8,12,0.52
11,8,13,0.49
11,8,14,0.5
11,8,15,0.47
11,8,16,0.54
11,8,17,0.5
11,8,18,0.405
11,8,19,0.5
11,8,20,0.455
